Product Code,Date,Total_Sales,Organic_Sales,Ad_Sales,Total_Traffic,Organic Traffic,Ad traffic,Overall_Units,Organic_Units,Ad_Units,Ad_Impressions,Ad_Spends
B07R3YQZKW1,"April 15, 2024",350,198,0,0,0,0,2,2,0,0,0
B07P8FNG1B5,"April 15, 2024",170,155,0,2,2,0,1,1,0,6,0
B08DNYNV919,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B0865X9LPW4,"April 15, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FP4MP7,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07F5TV8YM2,"April 15, 2024",0,0,0,5,5,0,0,0,0,0,0
B07P8FPB576,"April 15, 2024",0,0,0,2,1.33,0.67,0,0,0,1,4
B07HZPSGFT6,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FPC3Y2,"April 15, 2024",0,0,0,10,10,0,0,0,0,0,0
B07MJBYPSF2,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P9H3FDJ2,"April 15, 2024",0,0,0,4,4,0,0,0,0,0,0
B07MJBYPSW5,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B07F5LPDV79,"April 15, 2024",0,0,0,18,18,0,0,0,0,0,0
B07P9K24MW1,"April 15, 2024",0,0,0,7,7,0,0,0,0,0,0
B07R4TK5RB7,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B07MMMSXP62,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBHHXZG5,"April 15, 2024",0,0,0,10,9,1,0,0,0,46,2
B07R4TV4SF5,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBHV6TJ8,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HKF39CM8,"April 15, 2024",0,-100,100,43,41.16,1.84,0,-0.61,0.61,"1,572",12
B07HZCYKFM1,"April 15, 2024",0,0,0,28,28,0,0,0,0,0,0
B07M7DRML55,"April 15, 2024",0,0,0,4,4,0,0,0,0,0,0
B07CGQW7M55,"April 15, 2024",0,0,0,4,4,0,0,0,0,0,0
B07PBKKPWY7,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WBMSW6,"April 15, 2024",0,0,0,7,7,0,0,0,0,10,0
B07PBKLTVD4,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4WHFMS2,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FKBNZ3,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PCP8B881,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FLW976,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4X6FDG1,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FM88R7,"April 15, 2024",0,0,0,7,7,0,0,0,0,0,0
B07R4VZLB53,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CCH3R5,"April 15, 2024",0,0,0,2,2,0,0,0,0,0,0
B07PHYB62D6,"April 15, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4VBSL39,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4V79GY6,"April 15, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FNBST4,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07F5LYY254,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3JJYZP6,"April 15, 2024",0,0,0,2,2,0,0,0,0,0,0
B009YDXV9Q4,"April 15, 2024",0,0,0,1,1,0,0,0,0,0,0
B07VKSMD4K6,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3ZJDZ11,"April 15, 2024",0,0,0,8,8,0,0,0,0,0,0
B009YQ9AYI7,"April 15, 2024",0,0,0,20,20,0,0,0,0,0,0
B07CGSNRC16,"April 15, 2024",0,0,0,15,14.17,0.83,0,0,0,8,2
B0827NR2R26,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSQ5PKK1,"April 15, 2024",0,0,0,11,6,5,0,0,0,604,46
B07R3JKC418,"April 15, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R3WLK685,"April 15, 2024",0,0,0,16,14.22,1.78,0,0,0,47,11
B07R3JL7Q51,"April 15, 2024",0,0,0,7,7,0,0,0,0,0,0
B0827TGG5S7,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MJBYM6K2,"April 15, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TTH217,"April 15, 2024",-264.76,-278,0,12,12,0,-2,-2,0,0,0
B07F5NCTN28,"April 16, 2024","42,700","22,469","11,751","1,696",976.84,719.16,122,86,36,"198,329","9,566"
B07R3ZKB7D8,"April 16, 2024","32,660","21,065","5,363",741,632.47,108.53,71,54,17,"26,036","2,945"
B07F5M62172,"April 16, 2024","24,640","20,506",438,717,706.19,10.81,88,85,3,"4,093",73
B07P8FP14D3,"April 16, 2024","13,140","5,130","6,696",483,356.88,126.12,73,33,40,"12,880",939
B07R4XJ3HY1,"April 16, 2024","9,600","1,124","7,516",239,139.13,99.87,16,-10,26,"22,482","2,480"
B009YQB4ZG7,"April 16, 2024","8,800","6,930",990,104,94.31,9.69,16,14,2,"1,043",134
B07F5LZHVL1,"April 16, 2024","9,200","6,938",364,141,140.11,0.89,40,38,2,60,12
B0823RGLLS2,"April 16, 2024","9,360","7,050",0,92,35.52,56.48,18,18,0,"18,684",181
B07PCPQ57N6,"April 16, 2024","8,160","1,862","5,074",193,99.21,93.79,17,-3,20,"11,379","1,606"
B07MC4NLVL3,"April 16, 2024","9,100","5,824",0,55,51.56,3.44,14,14,0,112,7
B07PBMCH2H1,"April 16, 2024","5,460","-2,110","7,297",172,96.81,75.19,13,-10,23,"12,538",857
B07MQ63G912,"April 16, 2024","6,300","5,139",0,166,166,0,9,9,0,724,0
B07P8FN6T23,"April 16, 2024","5,760","4,554",414,218,189.64,28.36,24,22,2,"5,479",275
B07P6CBN1W6,"April 16, 2024","5,625","4,542",408,121,120.1,0.9,15,14,1,492,9
B07MLXCYC83,"April 16, 2024","4,550","4,095",0,22,20.17,1.83,7,7,0,127,2
B07P9K4G8C2,"April 16, 2024","4,230","2,073","1,950",100,70.09,29.91,9,1.8,7.2,"5,930",379
B07R3ZJRTX8,"April 16, 2024","4,725","3,629",382,103,97.89,5.11,21,19,2,341,34
B07MC4N9Z46,"April 16, 2024","5,130","1,287","2,412",212,184.31,27.69,27,12,15,"4,170",342
B07HKF39CM8,"April 16, 2024","4,500","3,330",324,80,55.33,24.67,3,1,2,"11,930",162
B07R4VDDG12,"April 16, 2024","4,370","2,850",760,42,33.78,8.22,19,15,4,379,75
B07MQ635T34,"April 16, 2024","3,900","3,510",0,40,40,0,6,6,0,54,0
B07HZR2CH33,"April 16, 2024","3,400","2,907",323,92,80,12,10,9,1,"3,526",129
B07PBJNS5X9,"April 16, 2024","3,750",-269,"3,494",241,143.41,97.59,15,2,13,"20,115","4,064"
B07MSNKFY56,"April 16, 2024","3,375","2,021","1,183",78,55.01,22.99,9,4,5,"2,124",324
B07R3TV8M37,"April 16, 2024","4,180","3,154",0,101,101,0,19,19,0,0,0
B07R4VLZ379,"April 16, 2024","3,910","3,036",0,81,79.24,1.76,23,23,0,43,15
B07CGNCPKT6,"April 16, 2024","3,510",599,"1,728",303,158.37,144.63,13,3,10,"46,022","4,540"
B07MQ62Z8H9,"April 16, 2024","2,925","2,295",0,79,78.08,0.92,15,15,0,62,1
B07HZCYKFM1,"April 16, 2024","2,400","2,250",0,18,18,0,3,3,0,0,0
B07MC4N1WR6,"April 16, 2024","2,560","1,904",272,116,106.79,9.21,16,14,2,"3,292",77
B07MFQQJ297,"April 16, 2024","2,520","2,070",0,19,19,0,18,18,0,12,0
B07R3ZJTTQ6,"April 16, 2024","2,030","1,953",0,28,28,0,7,7,0,45,0
B07HZN2SSH2,"April 16, 2024","2,400","1,920",0,28,28,0,4,4,0,0,0
B0827TD1548,"April 16, 2024","2,520","1,472",448,40,39.05,0.95,12,9,3,107,8
B009XH17FS7,"April 16, 2024","2,100",54,"1,794",54,37.8,16.2,6,0,6,"5,657",110
B07HZPSGFS1,"April 16, 2024","1,800","1,710",0,18,18,0,2,2,0,0,0
B07P8FP3MN7,"April 16, 2024","1,720","1,600",0,18,18,0,4,4,0,12,0
B07MSPG7NJ4,"April 16, 2024","1,800","1,500",0,24,24,0,3,3,0,0,0
B07R4XRRRN2,"April 16, 2024","1,350","1,418",0,3,3,0,10,10,0,25,0
B009YQ9AYI7,"April 16, 2024","1,800","1,324",0,29,29,0,3,3,0,0,0
B009YF17KE8,"April 16, 2024","1,500","1,320",0,9,9,0,3,3,0,8,0
B07MJBYPSW5,"April 16, 2024","1,400","1,300",0,3,3,0,2,2,0,0,0
B07PBLHPN85,"April 16, 2024","1,100","1,100",0,27,27,0,4,4,0,57,0
B07R4WTRN21,"April 16, 2024","1,760",34,"1,054",100,86.73,13.27,4,0,4,855,127
B07P8FPC3Y2,"April 16, 2024","1,120","1,000",0,13,13,0,8,8,0,0,0
B07SD4XCWV5,"April 16, 2024","1,225",978,0,73,71.2,1.8,7,7,0,797,18
B07F5M3K1Y9,"April 16, 2024","1,080",823,137,57,51.38,5.62,6,5.14,0.86,914,51
B07PBHHXZG5,"April 16, 2024","1,200",900,0,20,20,0,3,3,0,76,0
B07MJBYFQY9,"April 16, 2024","1,000",900,0,35,28.55,6.45,4,4,0,"2,401",69
B009YQC4FK4,"April 16, 2024","1,000",860,0,4,4,0,2,2,0,0,0
B07R4XV29D2,"April 16, 2024",990,810,0,33,33,0,6,6,0,0,0
B07R4TQ4362,"April 16, 2024","1,150",800,0,11,11,0,5,5,0,0,0
B07P9H3FDJ2,"April 16, 2024",950,790,0,9,9,0,2,2,0,0,0
B07R4WMZB37,"April 16, 2024",810,768,0,15,15,0,6,6,0,0,0
B07R3ZKHYQ9,"April 16, 2024",900,760,0,87,82.56,4.44,5,5,0,352,19
B07PBJCK8T6,"April 16, 2024",825,750,0,32,32,0,3,3,0,0,0
B07R4WL4474,"April 16, 2024",880,747,0,14,14,0,8,8,0,0,0
B0855D88PV4,"April 16, 2024",900,743,0,48,48,0,4,4,0,0,0
B07F5RZWH46,"April 16, 2024",800,735,0,29,29,0,2,2,0,0,0
B07M7DR8HR2,"April 16, 2024",760,724,0,16,15.54,0.46,4,4,0,74,2
B07P9K4XCL2,"April 16, 2024",735,675,0,3,3,0,3,3,0,0,0
B07R4WYM3D7,"April 16, 2024",700,664,0,9,9,0,4,4,0,0,0
B07R4W3SXJ5,"April 16, 2024",720,640,0,24,24,0,4,4,0,0,0
B07PHYB62D6,"April 16, 2024",660,635,0,1,1,0,1,1,0,0,0
B07HZQPP737,"April 16, 2024",650,617,0,5,5,0,1,1,0,0,0
B07R4V5W3K9,"April 16, 2024",750,600,0,17,17,0,6,6,0,0,0
B07P9H4S9P5,"April 16, 2024",600,600,0,18,17.1,0.9,3,3,0,44,0
B07HZNLDVV8,"April 16, 2024",720,600,0,2,2,0,2,2,0,0,0
B0DNMQVKFL5,"April 16, 2024","1,640",-431,"1,009",396,195.68,200.32,4,0,4,"65,955","2,838"
B07R3JL7Q51,"April 16, 2024",620,576,0,12,12,0,4,4,0,0,0
B07R4W54L84,"April 16, 2024",700,561,0,36,36,0,7,7,0,0,0
B07P6CCGTN8,"April 16, 2024",700,550,0,7,7,0,1,1,0,0,0
B07MQ635T45,"April 16, 2024",620,267,267,150,139.35,10.65,2,1,1,"3,515",177
B07R3ZJDZ11,"April 16, 2024",600,520,0,7,7,0,4,4,0,0,0
B07R4V5NBR5,"April 16, 2024",530,504,0,9,9,0,2,2,0,0,0
B07R3JJYZP6,"April 16, 2024",500,500,0,5,5,0,4,4,0,0,0
B07P79D4LX8,"April 16, 2024",480,456,0,40,38.55,1.45,4,4,0,104,20
B07MSPKHCC7,"April 16, 2024",600,450,0,3,3,0,1,1,0,12,0
B07P9K4N5W2,"April 16, 2024",550,420,0,39,39,0,2,2,0,0,0
B07PBHV6TJ8,"April 16, 2024",430,413,0,1,1,0,1,1,0,0,0
B07F5TV8YM2,"April 16, 2024",450,399,0,6,6,0,1,1,0,0,0
B07PBKKPWY7,"April 16, 2024",390,390,0,1,1,0,1,1,0,0,0
B07PBJZ6C74,"April 16, 2024",400,387,0,6,6,0,1,1,0,33,0
B07CGQW7M55,"April 16, 2024",450,360,0,7,7,0,1,1,0,0,0
B07HZQN4SF7,"April 16, 2024",390,358,0,8,8,0,1,1,0,17,0
B07MQ62RNX6,"April 16, 2024",400,354,0,12,11.52,0.48,2,2,0,244,2
B07PBJTHK76,"April 16, 2024",440,340,0,38,38,0,2,2,0,96,0
B07P8FPB576,"April 16, 2024",320,320,0,5,5,0,2,2,0,2,0
B07R3ZFCZ48,"April 16, 2024",320,280,0,19,16.89,2.11,2,2,0,38,21
B07R3ZJHJ37,"April 16, 2024",340,279,0,16,16,0,2,2,0,56,0
B07R4WHFMS2,"April 16, 2024",300,263,0,1,1,0,2,2,0,0,0
B07R4V79GY6,"April 16, 2024",280,263,0,3,3,0,2,2,0,0,0
B07R4W6SXD9,"April 16, 2024",300,260,0,2,2,0,2,2,0,0,0
B07R3ZHZDL4,"April 16, 2024",300,240,0,18,18,0,2,2,0,6,0
B07R3YQZKW1,"April 16, 2024",350,198,0,5,5,0,2,2,0,0,0
B07MJBYT973,"April 16, 2024",200,178,0,17,17,0,1,1,0,0,0
B07F5LYY254,"April 16, 2024",160,152,0,5,5,0,2,2,0,0,0
B08DNYNV919,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B0865X9LPW4,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FP4MP7,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MJBYPSF2,"April 16, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8LWZ3L1,"April 16, 2024",0,0,0,12,12,0,0,0,0,0,0
B07P9K24MW1,"April 16, 2024",0,0,0,4,4,0,0,0,0,0,0
B07MMMSXP62,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TV4SF5,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4VBSL39,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CCH3R5,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CD2JZ5,"April 16, 2024",0,0,0,3,3,0,0,0,0,9,0
B07R4WBMSW6,"April 16, 2024",0,0,0,4,4,0,0,0,0,19,0
B07PBKLTVD4,"April 16, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4WHFG21,"April 16, 2024",0,0,0,38,38,0,0,0,0,0,0
B07PCP8B881,"April 16, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FKBNZ3,"April 16, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4WMQ6R3,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B009YQACGS9,"April 16, 2024",0,0,0,15,13.13,1.88,0,0,0,166,13
B07P8FM88R7,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4X6FDG1,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07M7DRML55,"April 16, 2024",0,0,0,4,4,0,0,0,0,2,0
B07R4VZLB53,"April 16, 2024",0,0,0,9,9,0,0,0,0,0,0
B07R4XJ54H2,"April 16, 2024",0,0,0,44,44,0,0,0,0,0,0
B07R3JJGYW2,"April 16, 2024",0,0,0,10,10,0,0,0,0,0,0
B07R4TTH217,"April 16, 2024",0,0,0,8,8,0,0,0,0,0,0
B07R4TK5RB7,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNBST4,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07VKSMD4K6,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07CGSNRC16,"April 16, 2024",0,0,0,9,9,0,0,0,0,4,0
B07MSQ5PKK1,"April 16, 2024",0,0,0,14,8.56,5.44,0,0,0,613,46
B07P8FNG1B5,"April 16, 2024",0,0,0,3,3,0,0,0,0,13,0
B07F5LPDV79,"April 16, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R3ZHFZL8,"April 16, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R3Z6VZ54,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B0827NR2R26,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3YRKXM3,"April 16, 2024",0,0,0,8,8,0,0,0,0,21,0
B07R3WLK685,"April 16, 2024",0,0,0,11,11,0,0,0,0,36,0
B07R3JKC418,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3JKMJN5,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B009YDXV9Q4,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07HZPSGFT6,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B07MJBYM6K2,"April 16, 2024",0,0,0,1,1,0,0,0,0,0,0
B0827TGG5S7,"April 16, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MFQQJ329,"April 16, 2024",-619.06,-650,0,11,11,0,-1,-1,0,0,0
B07R3ZKB7D8,"April 17, 2024","39,560","23,936","7,855",742,628.72,113.28,86,64,22,"29,432","3,084"
B07F5NCTN28,"April 17, 2024","31,500","17,834","7,456","1,929",861.32,"1,067.68",90,62.61,27.39,"274,157","12,190"
B07F5M62172,"April 17, 2024","22,680","19,040",238,751,729.29,21.71,81,80,1,"5,205",135
B07R4XJ3HY1,"April 17, 2024","17,400","8,405","7,255",265,151.55,113.45,29,9,20,"28,204","2,983"
B07P8FP14D3,"April 17, 2024","12,420","4,910","6,268",597,417.54,179.46,69,32,37,"18,902","1,426"
B07PBMCH2H1,"April 17, 2024","11,760","3,393","7,779",260,119.43,140.57,28,-1,29,"29,529","1,689"
B07PCPQ57N6,"April 17, 2024","11,520","-1,108","10,900",204,94.49,109.51,24,-13,37,"14,204","1,602"
B07MSNKFY56,"April 17, 2024","8,625","6,408","1,780",96,68.44,27.56,23,18,5,"9,052",339
B07PBJNS5X9,"April 17, 2024","9,500","2,820","5,350",250,143.56,106.44,38,15,23,"29,060","3,676"
B07MQ635T45,"April 17, 2024","8,060","5,607","1,335",173,140.05,32.95,26,21,5,"8,586",327
B07HZR2CH33,"April 17, 2024","5,780","4,472","1,019",90,75.7,14.3,17,14,3,"6,393",128
B07R3TV8M37,"April 17, 2024","7,260","5,478",0,92,92,0,33,33,0,0,0
B07F5LZHVL1,"April 17, 2024","6,440","4,753",364,117,115.3,1.7,28,26,2,95,14
B07P6CBN1W6,"April 17, 2024","4,875","3,630",660,110,109.1,0.9,13,11,2,824,3
B07HZN2SSH2,"April 17, 2024","4,800","3,840",0,46,46,0,8,8,0,0,0
B07MC4NLVL3,"April 17, 2024","5,850","3,744",0,60,56.52,3.48,9,9,0,162,26
B07R4WTRN21,"April 17, 2024","5,720","3,026",510,80,72.89,7.11,13,11,2,231,77
B07MLXCYC83,"April 17, 2024","3,900","3,528",0,23,23,0,6,6,0,64,0
B009YQC4FK4,"April 17, 2024","4,000","3,440",0,8,8,0,8,8,0,0,0
B07P8FN6T23,"April 17, 2024","3,840","1,377","1,935",226,151.26,74.74,16,7,9,"13,413",648
B07MC4N9Z46,"April 17, 2024","4,560","-1,624","4,912",258,175.87,82.13,24,-7,31,"13,278","1,008"
B009YQB4ZG7,"April 17, 2024","3,300","2,111",859,93,85.71,7.29,6,3,3,"1,115",117
B07MQ62Z8H9,"April 17, 2024","3,705","2,907",0,77,77,0,19,19,0,53,0
B07MQ63G912,"April 17, 2024","3,500","2,855",0,136,134.15,1.85,5,5,0,595,3
B07P9K4G8C2,"April 17, 2024","2,820","1,777",905,140,109.38,30.63,6,2.25,3.75,"5,651",409
B07HKF39CM8,"April 17, 2024","3,000","2,542",0,70,60.84,9.16,2,2,0,"3,021",42
B07CGNCPKT6,"April 17, 2024","3,780","1,006","1,500",348,169.61,178.39,14,7,7,"60,918","4,691"
B07HZNLDVV8,"April 17, 2024","2,880","2,400",0,10,10,0,8,8,0,0,0
B07SD4XCWV5,"April 17, 2024","2,975","2,375",0,77,75.36,1.64,17,17,0,"1,606",15
B0823RGLLS2,"April 17, 2024","3,120","2,352",0,131,5.82,125.18,6,6,0,"24,114",400
B07R3ZJRTX8,"April 17, 2024","2,700","1,262","1,030",133,110.38,22.62,12,6.86,5.14,"3,042",90
B07F5M3K1Y9,"April 17, 2024","2,520","2,240",0,73,48.37,24.63,14,14,0,"7,017",301
B07R4VLZ379,"April 17, 2024","2,720","2,112",0,90,89.12,0.88,16,16,0,53,6
B07PBJTHK76,"April 17, 2024","2,640","2,040",0,48,47.11,0.89,12,12,0,228,1
B07R3ZKHYQ9,"April 17, 2024","2,340","1,976",0,121,116.49,4.51,13,13,0,446,38
B07R3ZJTTQ6,"April 17, 2024","2,030","1,953",0,30,30,0,7,7,0,43,0
B07P8LWZ3L1,"April 17, 2024","2,040","1,800",0,14,14,0,4,4,0,0,0
B0855D88PV4,"April 17, 2024","2,025","1,626",0,52,52,0,9,9,0,0,0
B0DNMQVKFL5,"April 17, 2024","2,460",774,775,273,81.96,191.04,6,3,3,"53,836","2,520"
B07R4VDDG12,"April 17, 2024","1,840",760,760,57,47.35,9.65,8,4,4,331,85
B07PBJCK8T6,"April 17, 2024","1,650","1,500",0,24,24,0,6,6,0,0,0
B009XH17FS7,"April 17, 2024","1,400","1,332",0,66,42.24,23.76,4,4,0,"10,469",249
B07P8FP3MN7,"April 17, 2024","1,290","1,200",0,20,20,0,3,3,0,4,0
B07R4XV29D2,"April 17, 2024","1,320","1,080",0,21,21,0,8,8,0,0,0
B07HZQN4SF7,"April 17, 2024","1,170","1,074",0,4,4,0,3,3,0,14,0
B07R3JKMJN5,"April 17, 2024","1,120","1,040",0,6,6,0,8,8,0,0,0
B07P79D4LX8,"April 17, 2024","1,080","1,026",0,33,32.08,0.92,9,9,0,200,5
B07P8FPC3Y2,"April 17, 2024","1,120","1,000",0,17,17,0,8,8,0,0,0
B07P6CCH3R5,"April 17, 2024","1,000",990,0,0,0,0,5,5,0,0,0
B07R4WHFG21,"April 17, 2024","1,050",960,0,28,28,0,6,6,0,0,0
B07MSPKHCC7,"April 17, 2024","1,200",900,0,4,4,0,2,2,0,4,0
B07CGSNRC16,"April 17, 2024","1,000",900,0,19,19,0,2,2,0,5,0
B07R4W54L84,"April 17, 2024","1,100",881,0,37,37,0,11,11,0,0,0
B009YF17KE8,"April 17, 2024","1,000",880,0,13,13,0,2,2,0,4,0
B07MJBYFQY9,"April 17, 2024","1,000",115,753,56,29.87,26.13,4,0,4,"15,898",307
B07MC4N1WR6,"April 17, 2024",960,272,544,137,100.47,36.53,6,2,4,"5,833",230
B07P9H4S9P5,"April 17, 2024",800,800,0,14,12.13,1.87,4,4,0,130,8
B009YDXV9Q4,"April 17, 2024",800,800,0,0,0,0,4,4,0,0,0
B07R4WMZB37,"April 17, 2024",810,768,0,11,11,0,6,6,0,0,0
B07R3ZHZDL4,"April 17, 2024",900,721,0,29,28.27,0.72,6,6,0,11,18
B07R4XRRRN2,"April 17, 2024",675,709,0,11,11,0,5,5,0,26,0
B07R4TQ4362,"April 17, 2024",920,640,0,2,2,0,4,4,0,0,0
B07R4XJ54H2,"April 17, 2024",700,623,0,38,38,0,7,7,0,0,0
B07HZQPP737,"April 17, 2024",650,617,0,4,4,0,1,1,0,0,0
B07P6CCGTN8,"April 17, 2024",700,550,0,3,3,0,1,1,0,0,0
B07MQ62RNX6,"April 17, 2024",600,531,0,15,10.14,4.86,3,3,0,"2,338",40
B07P9K24MW1,"April 17, 2024",800,517,0,3,3,0,4,4,0,0,0
B07R4V5NBR5,"April 17, 2024",530,504,0,6,6,0,2,2,0,0,0
B009YQ9AYI7,"April 17, 2024",600,489,0,14,14,0,1,1,0,0,0
B07MFQQJ297,"April 17, 2024",560,460,0,16,16,0,4,4,0,20,0
B07F5LPDV79,"April 17, 2024",423.72,424,0,16,16,0,2,2,0,0,0
B07P9K4N5W2,"April 17, 2024",550,420,0,20,20,0,2,2,0,0,0
B009YQACGS9,"April 17, 2024",450,361,0,28,24.27,3.73,1,1,0,329,20
B07CGQW7M55,"April 17, 2024",450,360,0,12,12,0,1,1,0,0,0
B07R3WLK685,"April 17, 2024",360,342,0,9,8.1,0.9,2,2,0,23,1
B07R4VZLB53,"April 17, 2024",400,342,0,3,3,0,2,2,0,0,0
B08DNYNV919,"April 17, 2024",400,338,0,2,2,0,2,2,0,0,0
B07P8FPB576,"April 17, 2024",320,320,0,1,1,0,2,2,0,3,0
B07MSQ5PKK1,"April 17, 2024",340,0,300,10,4.55,5.45,2,0,2,518,39
B07R3ZFCZ48,"April 17, 2024",320,280,0,15,14.17,0.83,2,2,0,62,4
B07R4TTH217,"April 17, 2024",360,278,0,8,8,0,2,2,0,0,0
B07PBLHPN85,"April 17, 2024",275,275,0,34,34,0,1,1,0,55,0
B07R3ZJDZ11,"April 17, 2024",300,260,0,9,9,0,2,2,0,0,0
B07R4WL4474,"April 17, 2024",220,187,0,10,10,0,2,2,0,0,0
B07P6CD2JZ5,"April 17, 2024",130,130,0,4,4,0,1,1,0,17,0
B07R4V5W3K9,"April 17, 2024",125,100,0,7,7,0,1,1,0,0,0
B07HZPSGFS1,"April 17, 2024",0.01,0,0,22,22,0,0,0,0,0,0
B07MJBYM6K2,"April 17, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FP4MP7,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZPSGFT6,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JL7Q51,"April 17, 2024",0,0,0,7,7,0,0,0,0,0,0
B07MJBYPSF2,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B0865X9LPW4,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3YRKXM3,"April 17, 2024",0,0,0,3,3,0,0,0,0,62,0
B07P9H3FDJ2,"April 17, 2024",0,0,0,1,1,0,0,0,0,0,0
B07F5TV8YM2,"April 17, 2024",0,0,0,5,5,0,0,0,0,0,0
B07MJBYPSW5,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3ZHFZL8,"April 17, 2024",0,0,0,7,7,0,0,0,0,0,0
B07MJBYT973,"April 17, 2024",0,0,0,14,14,0,0,0,0,0,0
B07R3ZJHJ37,"April 17, 2024",0,0,0,19,19,0,0,0,0,200,0
B07P9K4XCL2,"April 17, 2024",0,0,0,6,6,0,0,0,0,3,0
B07PBHHXZG5,"April 17, 2024",0,0,0,6,6,0,0,0,0,34,0
B07MMMSXP62,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBHV6TJ8,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TV4SF5,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V79GY6,"April 17, 2024",0,0,0,3,3,0,0,0,0,0,0
B07M7DR8HR2,"April 17, 2024",0,0,0,33,31.5,1.5,0,0,0,65,8
B07PBJZ6C74,"April 17, 2024",0,0,0,5,5,0,0,0,0,34,0
B07HZCYKFM1,"April 17, 2024",0,0,0,24,24,0,0,0,0,0,0
B07MQ635T34,"April 17, 2024",0,0,0,42,42,0,0,0,0,132,0
B07R4W3SXJ5,"April 17, 2024",0,0,0,28,28,0,0,0,0,0,0
B07R4W6SXD9,"April 17, 2024",0,0,0,5,5,0,0,0,0,0,0
B07PBKKPWY7,"April 17, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBKLTVD4,"April 17, 2024",0,0,0,2,2,0,0,0,0,0,0
